proposal_id,Score_Maximize Health Impact,Score_Maximize Value for Money,Score_Reinforce Financial Sustainability,Score_Support Countries with the Greatest Needs,Score_equity,Score_final
P0000,0.3697125852084522,0.6574263391392128,0.16770056716816917,0.36873629217292736,0.32463060716823916,13.159786699465895
P0001,0.7651817777137206,0.32273720537904826,0.8013876482990694,0.8308218325454302,0.2501689134746633,16.294649156721984
P0002,0.572177267569266,0.5341995381357815,0.599626373884393,0.6331874120652903,0.16696117186026993,9.63028277642156
P0003,0.20925398230351,0.4569917956035495,0.3257378484671316,0.39205733091043693,0.6516110355269596,22.162385707181585
P0004,0.4462548345915852,0.4099929852040277,0.34798375614234267,0.42231670294738644,0.6138467365104965,24.996931169610868
P0005,0.42622498706221223,0.40624296083037037,0.19048476920219615,0.25524236844877013,0.6361634078701792,21.352693222475423
P0006,0.4390684178893607,0.29768669862337005,0.7624575058154417,0.7307056140085904,0.6053533311192432,31.553845857174494
P0007,0.432058502309989,0.5209192354127281,0.39513681089982344,0.5236297824552802,0.5089287669912154,23.57469969315387
P0008,0.36442802696813437,0.20637414840505253,0.3471480222169089,0.6546768302671315,0.6902715140422788,24.589485729268883
P0009,0.3087942794574038,0.47976903794395376,0.2541424918309706,0.30944727914657777,0.5878063102196824,20.368764779558543
P0010,0.6451931440095305,0.6484521007548516,0.23847890412956463,0.5065280684220479,0.6331389926565613,33.157014806908116
P0011,0.24676494162673956,0.07924884472163274,0.30544887959148515,0.14869628499185905,0.8281467269798042,16.270664876725313
P0012,0.4601988480954202,0.6910581665396658,0.46677894484657045,0.5862810595613659,0.1510849878839129,8.309885845593543
P0013,0.29833236579793354,0.4922389610086222,0.10808839084862032,0.17712838976972367,0.5706768358562718,16.593156856288495
P0014,0.42009577760057615,0.6497275161345357,0.38533726011729663,0.5918641469295434,0.4816778651120697,24.375834606181566
P0015,0.8610777395454403,1.0,0.5102730409740941,0.4617158901892896,0.31995562549948875,24.161415964521403
P0016,0.37671419897126013,0.31164106696019167,0.44934438793687104,0.611036504001826,0.3334946889544368,13.68989536389789
P0017,0.9870218780511409,0.7437042838007795,0.5682761441064538,0.8732055856228782,0.3130123790078775,24.798960460759645
P0018,0.7415750981426524,0.6636077648583458,0.32462303394369774,0.43988259354569015,0.3708620336744252,21.090664489663112
P0019,0.47167897321153773,0.5939326004838754,0.33099275566673336,0.4893737250586645,0.38165296224584094,18.16048753039108
P0020,0.5246113313968217,0.5875511340555264,0.47439470584499444,0.669320994647307,0.6686951859037997,36.95514290232146
P0021,0.04639718899951428,0.384650298493983,0.3603323484618851,0.24846226592044007,0.5592498392456683,14.354079575567022
P0022,0.29951096234648666,0.30939287989242115,0.3984007418579574,0.4068355965748247,0.7288316232201135,25.020547479759514
P0023,0.73134291472926,0.6546321766232974,0.6453380752877131,0.9202412206548242,0.3264657505981249,23.34763004620651
P0024,0.4571852287368754,0.2546390608141903,0.6805642022424285,0.7919487536522303,0.48606274892438134,24.423712625058766
P0025,0.005310479649796251,0.2953687293037174,0.08715337504533982,0.28124149772859863,0.7652638094581792,11.798709699860153
P0026,0.5554881911027658,0.6042418831284058,0.6904047422157649,0.515119816633123,0.5137149616881597,30.709273214983018
P0027,0.5826569075110726,0.5669907667713601,0.6398726369066945,0.6774557429918977,0.6077706430948391,36.860123979520075
P0028,0.29983099344791686,0.6029888399444208,0.15155658660659166,0.3089835007278334,0.560726598531509,19.910427070752217
P0029,0.5035079981227213,0.471368467538801,0.3981856757305411,0.5818580533331908,0.33459700719164615,16.03683526774265
P0030,0.3275857340712389,0.2791636373567352,0.3687904609229068,0.496603923225714,0.40570242875733475,14.14737171827986
P0031,0.5414705460078557,0.7613347914182261,0.5031487807637474,0.5704239254855352,0.40979273461222954,24.67740643108131
P0032,0.5211762084711372,0.5705818901578876,0.30639192650850355,0.5548921727762509,0.21324128466912043,10.392510982144795
P0033,0.7578466889916522,0.6838177988880174,0.677224369412282,0.8697699163289804,0.3004794818985609,22.003238850383468
P0034,0.5278752521724654,0.3568548451112459,0.6156444950721673,0.7680667801679699,0.6366248159296467,34.03015373194696
P0035,0.40071267763324714,0.4829379078641387,0.46048249005217745,0.4804048203907223,0.6095002134200861,27.566263620901342
P0036,0.3323711267276931,0.6380592710775222,0.45818189070691984,0.5053099876334339,0.5769267163232208,27.777353505247966
P0037,0.14421892146029136,0.6008497606297791,0.2886882074812671,0.3891709035080496,0.6173770260846276,21.85936291603599
P0038,0.6706558523259938,0.635240401601767,0.407472963945801,0.5884477225058042,0.44589149757516866,25.946616886621364
P0039,0.7609686787816409,0.6788922288963332,0.507408239448171,0.6811822855706641,0.236555880652152,15.636052156008818
P0040,0.7339646716171933,0.665188093564437,0.6810200924962317,0.8494860246736404,0.4436311121541519,31.827149892848816
P0041,0.4208934642849069,0.6756190379612399,0.4188688374342123,0.47046545143964524,0.548562387893335,27.6607525114824
P0042,0.271318813430261,0.48418761364004215,0.12395986647494972,0.3223182833694399,0.6952500142111551,21.273929964322228
P0043,0.2978087985996233,0.3713227088628992,0.30142345270596027,0.4962116514312429,0.5272568997786906,18.481781259441796
P0044,0.4487497573007081,0.2757055424519391,0.37675672861545517,0.5561940353743811,0.5419253176323833,21.403604737776686
P0045,0.4349482329778046,0.31885453333000624,0.7178579202969224,0.5993924895728242,0.35587181605238793,17.63395323271628
P0046,0.38423663871674674,0.3072759998006219,0.676624925980654,0.5297042356397741,0.5283168216032761,24.094715908635994
P0047,0.11232476558721716,0.4944135605431279,0.38318845102669497,0.3276453758924244,0.6066375784562134,19.834950879545545
P0048,0.6976421127470371,0.6049688127198241,0.4313900875479215,0.6428353794988075,0.5043843688564467,30.013699868689592
P0049,0.1348540709936431,0.27723698747129233,0.3989144508785589,0.40502803776679863,0.43179695717278044,12.267789219398876
P0050,0.030834599836487175,0.3862867875533428,0.28309721793340226,0.2943029211326521,0.6278736773983976,15.072494325196478
P0051,0.5082619661010745,0.5827812824279169,0.36692523581629555,0.44780272334692717,0.34332012019741376,16.692728650427323
P0052,0.18814491398549982,0.46550534976681224,0.34791728664676436,0.33528750444551514,0.4513644304615656,15.047024371238626
P0053,0.5793838206040692,0.5790487016553887,0.464264352279919,0.7778043200174426,0.6227295107786209,36.13490691517037
P0054,0.400283380569067,0.5087523975355434,0.5420735922190923,0.6485208253464732,0.5944961128899174,30.052209830644273
P0055,0.5147801309770486,0.5278092328590952,0.6017399441538185,0.8003824972240411,0.6329126035185507,36.91584087930722
P0056,0.26221133100947835,0.42371128764958155,0.34227666228909437,0.5743864674311674,0.5434063845034932,20.513804100119195
P0057,0.5737977164053034,0.4641016773004666,0.5769487753220239,0.8346159040558222,0.666809946534753,38.728281522813916
P0058,0.2587602580238234,0.40184596417801965,0.5200933643901493,0.531494795923434,0.42261132577728877,17.239559602999684
P0059,0.4734077225951162,0.45585116739286236,0.41566445590392787,0.721382135824729,0.3313691532683847,16.266948229156963
P0060,0.5492625371730815,0.7840258221554072,0.30470152360950953,0.7942997595941258,0.4345938031020294,25.87166691015356
P0061,0.6291587302435617,0.9470646314269275,0.5082748739553115,0.6490806563189039,0.27204480279991783,18.96962494140406
P0062,0.3215509914194661,0.6146805372181645,0.5482789372525083,0.5769564433694764,0.5993654369984529,30.236946961531906
P0063,0.5804404227458633,0.5787674476426949,0.5817377222585947,0.7052598583663303,0.34770508691027546,20.827039936752527
P0064,0.3453663502336459,0.5615264887410412,0.2575572735402998,0.5304972138078915,0.533042875559681,22.176276148945675
P0065,0.36972007924734474,0.23961615293196892,0.6211105399624421,0.5321115018459885,0.6254035850761455,26.13531749790029
P0066,0.46796966919052896,0.5563886607481823,0.3010294135784978,0.36168060556394066,0.5285306342656959,23.087113605322187
P0067,0.3632614723409545,0.5370918667013891,0.5853911054955436,0.6636730713645019,0.4751825803278255,24.519646324021856
P0068,0.561652811593142,0.6254844532154078,0.46247323122470385,0.5720036132817258,0.3527912636288405,19.670230726486555
P0069,0.6416118688671342,0.8291325527866493,0.4432558586092986,0.48165232680267167,0.40405778700186296,25.224727219477757
P0070,0.4322049929285614,0.31201335306063793,0.8006014168368402,0.7758671310856357,0.5933461704007491,32.02858464802112
P0071,0.7638220285300611,0.7378860501009314,0.3247775762272398,0.6483518214554367,0.34907484110044457,21.955396923959917
P0072,0.27037173372002254,0.1978150922471268,0.5640842993701882,0.7276006863644211,0.7455737886145442,29.123396477926633
P0073,0.4300837334675165,0.34188793274871765,0.621399889633739,0.527739781469043,0.6288861989881931,29.3125391512293
P0074,0.5648091760456173,0.5188808493118893,0.35058908923756094,0.5660674097091534,0.6834742900572659,34.01408165804529
P0075,0.8623779087777195,0.8168909479150479,0.6202827145685503,0.9507616269100815,0.43560901801760077,34.91256341421348
P0076,0.3764783409110124,0.41603788659706886,0.5239654877813369,0.508600570864375,0.38368733776478686,17.075480306534306
P0077,0.5268254159780105,0.417029511883635,0.7641446209623611,0.7508773351563642,0.6711430537987553,39.38430083643305
P0078,0.3341614829363573,0.5231217461845685,0.311879893944216,0.5689121844953668,0.19495012012793533,8.197492105415748
P0079,0.7117762149559523,0.39798477078562045,0.8589577615902354,0.7759465258699286,0.513179863963541,34.07820742076346
P0080,0.40955980428315,0.3469152130661679,0.7191380209388297,0.7591566815825159,0.3143784714966852,16.366559343574824
P0081,0.5822664179339789,0.6762639518834874,0.3833730741796212,0.7623338905369107,0.6509535203222397,38.25995349139275
P0082,0.05241011026455844,0.36615716258984976,0.25752944459474914,0.383219598488005,0.7062504824581106,17.475142908936668
P0083,0.24798338668276632,0.14982386914388335,0.5533512470373154,0.49796500145675193,0.7791403919928964,25.896658421938483
P0084,0.7476174479795727,0.6652028910716137,0.6128942659996117,0.6882843564046185,0.4183937199335076,28.46384029826024
P0085,0.5018659968416606,0.3170844659568395,0.38249949982108034,0.5455639142596562,0.5698165005745096,24.111477574107735
P0086,0.5296171166290915,0.6157616737996102,0.2488343500885487,0.3205614629165262,0.4871694187646331,22.11293385399828
P0087,0.49445372818426225,0.6826873242170626,0.44275182619597386,0.5866447701162308,0.45241017199957173,24.965214245864328
P0088,0.5034000807437355,0.5419625320981585,0.7290206493224851,0.8065104935984329,0.4753218929279509,29.31978037070366
P0089,0.40810730992685695,0.5865658337286486,0.5120974856579092,0.6970119302427421,0.623370253977817,33.09959555767749
P0090,0.6550927206468304,0.646353748386262,1.0,0.9480873438728594,0.252922968476915,19.79494132058811
P0091,0.0007269599724596398,1.0537925554388039e-07,0.2739148791243827,0.10147353352421584,0.8312521681601752,6.9756910898802875
P0092,0.5445532657116292,0.7477515739448731,0.48862802518195714,0.7018143069129592,0.2463604006550053,15.154135850909997
P0093,0.4842918323213835,0.36927992309395974,0.498365921744532,0.6994973248592569,0.38799605854942437,18.840607712682594
P0094,0.7521274941186902,0.6600554708649746,0.5562255247116299,0.7570169457188106,0.4504196407651405,30.46025035026001
P0095,0.7801645232350174,0.9031617867918996,0.4159766375694477,0.5209185657231343,0.3699942735526798,25.423410497298036
P0096,0.503306320955172,0.35835427872652703,0.3903070576986125,0.45386901024041315,0.4848355277250396,20.564555670818656
P0097,0.6420569838822111,0.32285736835560286,0.6127061778097689,0.6340739041490943,0.46692660345393944,25.109535412476568
P0098,0.759210210188682,0.40558624284947553,0.5187873482025849,0.6595742744984538,0.38218331809453054,22.09294422420823
P0099,0.47962621234769054,0.42438311983345245,0.605201055410305,0.5317542236556323,0.553643891560154,27.80766119367955
P0100,0.5598324278057047,0.5303417234918282,0.26612047340430556,0.20228757505567418,0.4307294193777813,18.259718447387023
P0101,0.6478787173537399,0.5329358107208861,0.41677716105290263,0.6155206484136662,0.7229693056823296,39.81874519106982
P0102,0.08428531042660037,0.4243822055642702,0.18295292205512348,0.5063410751828172,0.6356507039844494,17.43524069496034
P0103,0.6333075921984404,0.5871696570978433,0.5397847075217648,0.6010519961671124,0.38203193190474827,22.587529136576958
P0104,0.08412711468528489,0.28970111095667217,0.2781236391598325,0.45429095445644196,0.7442585088553714,18.59329088274665
P0105,0.439214452599892,0.32215110332471264,0.8623183902039943,0.7301280241712496,0.40577302494577494,22.459880537482345
P0106,0.3175657217583169,0.19089780652187627,0.6520255886646144,0.6375477224817743,0.45769024265522784,18.81919819363454
P0107,0.6479055657872967,0.582514296799477,0.6396694328358911,0.7234146086209701,0.4471943969090533,28.511125102049238
P0108,0.6988336388652585,0.7610656737152744,0.52306458337566,0.7533056755968508,0.30742009866634756,20.9578054440172
P0109,0.5308175463597132,0.5437040079692477,0.33996588236790926,0.6789524378995905,0.3390462214641448,17.26392176175539
P0110,0.5179737144384244,0.5469860979114554,0.12083874026525365,0.3715336683714413,0.55457258389992,22.48390755425472
P0111,0.46677040351383403,0.5583963114981522,0.23150901392476309,0.43239929788982434,0.6303610375224434,27.12362622921529
P0112,0.13975834390562647,0.32264462973848085,0.22314365056215402,0.29809624233547094,0.8262405602871269,19.765429226590147
P0113,0.1793001861593474,0.5194662678154642,0.4552697557004486,0.5543367460554247,0.6211084901839532,25.254139972262323
P0114,0.4170745764940741,0.3582244909416622,0.5247808051044509,0.6973663890202603,0.5798282543333595,27.158568638656195
P0115,0.3576463170367702,0.44577921123506803,0.4935669475334432,0.7588234405831356,0.38134187182880774,18.237404704211034
P0116,0.7548812890366549,0.8310170616176062,0.6736576743684961,0.8402735535627534,0.3987971481540233,30.716351621799454
P0117,0.5293398034046055,0.49438042431791973,0.6595250641663774,0.7849898785665901,0.5587546163436916,32.95231972394695
P0118,0.5944156779887977,0.4103075710723728,0.6451258103484461,0.6531934355212545,0.41323650352347024,23.169238599841094
P0119,0.6970559848786138,0.8113246436998124,0.6147197677919286,0.9017307920829164,0.14004626960834718,10.383783168134187
P0120,0.20583405817393496,0.4557646614855776,0.2696467053044084,0.5771352173102419,0.44336840227456054,15.627032529133706
P0121,0.6359215215260534,0.9076669609740347,0.42752918231855896,0.34201111146296403,0.3024190947878094,18.78810401692075
P0122,0.4939985300998204,0.5622405067275702,0.6476617335898289,0.8722747206108104,0.22809814274441612,13.905509497809538
P0123,0.8811319835131679,0.662657979273199,0.7575284200572239,0.8843449509192653,0.49704448838615345,39.02648367179587
P0124,0.35023712324762546,0.516796850606259,0.12602990256915914,0.17818445086446277,0.6671724859235808,21.239124881975805
P0125,0.3991370722875629,0.47183556382102865,0.4669834701579385,0.6581169238527366,0.6437530325813792,30.691260383547753
P0126,0.457417867978956,0.6760437093486462,0.2670252610874335,0.4571386533793722,0.45369594030004745,21.567143674298638
P0127,0.3228572098659823,0.6183569557919801,0.32319629347088485,0.36276837522854066,0.4274275349736901,17.848458282912567
P0128,0.7154294825202423,0.6363783511889589,0.5404898940146171,0.6325722151583513,0.46753285162837604,29.71408105026147
P0129,0.5215098217781413,0.5826039378627421,0.3823388229966752,0.617588579893519,0.49300013438321744,25.609243027467183
P0130,0.5415769064512994,0.7814998772835975,0.49344329922971164,0.6305245012546843,0.4063708500650783,24.98622110682984
P0131,0.408190224575534,0.4174270697954633,0.3824382627474203,0.7986226253956614,0.7378518948662895,34.169046734988676
P0132,0.24639981278606038,0.5420422678900049,0.2806747068330553,0.31220281030153463,0.6042833451575649,21.363333186521697
P0133,0.3727654389415995,0.4909019490479005,0.37076110664380313,0.564136601472981,0.5103725140732023,22.27321707051328
P0134,0.6377621919360853,0.6809861175519565,0.21491280187968087,0.2972626950286259,0.5063605144859777,25.011277465214555
P0135,0.4764529955525959,0.44651744890674205,0.6830639816727386,0.8631545313766227,0.359468744851294,20.74603075986476
P0136,0.37538452050888327,0.2278637366433297,0.4818298362569414,0.36108796917977004,0.4040825092894976,14.36897730627494
P0137,0.5894299429784526,0.5368617287024753,0.6214560375159387,0.7429810473969161,0.7069843016364608,42.75124654913881
P0138,0.512429811359562,0.2396272267466546,0.6716773348962672,0.9341422307194098,0.5769456829821713,30.789155222459968
P0139,0.325245608373805,0.19018924034677076,0.5373261099989224,0.5213243988439102,0.44961933671347876,16.50825242974773
P0140,0.3848224416891808,0.33102656960008725,0.5362658107777847,0.6951039635312593,0.6244337784711268,28.2922671659179
P0141,0.052936426438842665,0.32286905239517105,0.14276076361335255,1.0466481870086142e-07,0.8508635621944474,12.629525284960588
P0142,0.588633844829671,0.8440321717364081,0.570736695361505,0.7885297661812898,0.311415169649043,21.51142150188375
P0143,0.6387715468485826,0.8968773287719729,0.30101735266549445,0.5794600946137533,0.6464755104232538,40.26689179522788
P0144,0.6039493513179202,0.5539259655925556,0.1886655907709438,0.5517042941108559,0.5060713542765842,24.15400825625381
P0145,0.6279614097004393,0.5850937341986885,0.5610184447115307,0.5202012722414251,0.19320779841241578,11.248584013571564
P0146,0.16556495281456618,0.23914290073036282,0.44245322463388537,0.45433350053836297,0.7383812896510914,22.164411111247368
P0147,0.24010856602988118,0.2568430813706397,0.3848425662955477,0.5340075577625172,0.588302370873267,19.143198509807622
P0148,0.7864958555083588,0.7789554373884441,0.6123985705963924,0.7239341434804403,0.32160212825125184,23.519572533980025
P0149,1.0,0.7844754108630231,0.7156433474372499,0.8201836267444284,0.19740997952262443,16.528762587996273
P0150,0.7439335153732305,0.8868191965403248,0.5300345126204659,0.7140589741875043,0.44079159378625976,32.12679944750408
P0151,0.593165742120885,0.3633627630182217,0.6543223423288194,0.9381801201101475,0.4689699974677521,27.728608727898855
P0152,0.4293060950751699,0.46616778263673375,0.2035860881718652,0.36970907746511794,0.6560208485244996,24.600456890988028
P0153,0.6623153214636762,0.5194890732772492,0.7075775614360169,0.7123745565149637,0.19578220599340185,12.496619473407709
P0154,0.4564878403135405,0.5597576787777551,0.6141719377753496,0.5907427018870446,0.47839912708129423,26.16977394343154
P0155,0.47520702509802615,0.5585913816702024,0.1174322255933079,0.3246029995977976,0.41723907046754666,16.196721212308805
P0156,0.5569801165629922,0.6626931553692625,0.8479334622449554,0.9043684269356705,0.41363332375044826,29.514417463383325
P0157,0.3889389943083963,0.3216091800689598,0.3918867161596906,0.6119962572556572,0.2949749832693097,11.885591300209725
P0158,0.4475933811160535,0.6784601841316584,0.26149360079757167,0.5056921083955965,0.3860280421934264,18.492414183324225
P0159,0.4776015441964512,0.5226173637767821,0.614845432981818,0.6674262426843269,0.5371274255085378,29.75100291386691
P0160,0.3881273709877191,0.3677060347048273,0.5437129051346091,0.7188555520018456,0.650951791392705,30.627710162840906
P0161,0.5626103166833429,0.6209711993338307,0.4099223216160838,0.6783124724679035,0.37808416743186546,21.14631955030697
P0162,1.2048032893563487e-07,0.005777517688370426,0.41518239067524054,0.39046791855300134,0.7592097216707164,12.458561450146991
P0163,0.43734222658730704,0.2292584035513594,0.614323834608381,0.7374832715944368,0.7016273467835658,32.568393465399005
P0164,0.40106978168842433,0.5666356814276154,0.5474960841991698,0.45268928612078996,0.5156794748217239,25.530726279086085
P0165,0.42188031921918334,0.9025036976949546,0.314011005397031,0.17288070335278893,0.4275455552038215,21.452100879988198
P0166,0.19518729302815552,0.292364611114016,0.28828789346317174,0.3430161336792742,0.7732658930907002,20.86193779699828
P0167,0.33510972056449484,0.44740032170448985,0.4318123028596943,0.5359965751180674,0.5527273878963257,23.38620390880357
P0168,0.15399310879960626,0.29346828575578177,0.32290223627804715,0.4502321192689023,0.6346059643567548,17.92754204377719
P0169,0.5341365022008104,0.7032815791501438,0.380387117488283,0.5559913737008931,0.3282321048442876,18.043605131123535
P0170,0.1929701189870916,0.19448563438503952,0.21542567259869183,0.13081253711374852,0.8561156785056894,16.241800711805602
P0171,0.32925640865483696,0.3782689349048828,0.3848685235340574,0.5761372440298063,0.4754560804254423,18.77553812898574
P0172,0.40804541367743297,0.24357365219899263,0.3483075004678362,0.4734366909642965,0.42192839469796106,14.918463951081296
P0173,0.8182875875113297,0.7706180562241545,0.6845960038404681,0.7242368133442809,0.24480544343748242,18.518459941909306
P0174,0.2568373114392246,0.6381078197390159,0.37803373453024014,0.4302752800744364,0.5550186160427201,23.72889210509701
P0175,0.21026754631083688,0.11142631218730392,0.3293804939803432,0.47138959516203305,0.792982482386825,19.789807248715473
P0176,0.23520954110952386,0.38738979489267755,0.2482333240436576,0.1964342179774684,0.44938986621009247,12.506666680316977
P0177,0.49294538500248175,0.6012494817665197,0.16901116935727,0.34777491171035,0.6174497974131831,26.098213003231386
P0178,0.6673390423339145,0.8142364067241984,0.5217346761436918,0.8270254287909384,0.4618801289444814,32.28357894621441
P0179,0.5593782822367988,0.47266304262729963,0.43222944999148216,0.6906402912039236,0.4814098542712142,25.094249456578705
P0180,0.727283721042943,0.7627594042501891,0.6757192329502777,0.9915757727791138,0.5123445732622679,39.17791931882177
P0181,0.5673560705164595,0.23213173467712866,0.8531690137851831,0.9642589529555824,0.48550664641184205,29.022491919865544
P0182,0.32554988288707165,0.5257449461945665,0.10119648115819135,0.20399640868130753,0.7034535267820604,21.897595931746995
P0183,0.33744350758744157,0.5649617382460246,0.39418823239658884,0.5733541120332225,0.7935661448084415,36.12882464196878
P0184,0.4924639504744943,0.5347738808854275,0.3102550510006764,0.43220314976985197,0.6055761879694642,27.28517891666069
P0185,0.4464101402490396,0.5196138099947141,0.4997846421600952,0.573147481781692,0.6356527507659595,31.828752103675072
P0186,0.42688135027382224,0.680648152074838,0.6177068968652931,0.5788930108402843,0.5606330749488457,32.153401571123055
P0187,0.6079414004988319,0.5572895473596473,0.32604255563541884,0.5875217232345551,0.7210657541441852,37.43832391325354
P0188,0.8859258028029073,0.722850755099186,0.4961631202258848,0.6503950551918392,0.46291828973474686,32.600233857612395
P0189,0.49607991769780624,0.47627287511550553,0.309533774501052,0.4652467270418731,0.5892630334606341,25.861357426902877
P0190,0.6477830812247269,0.8939108671950469,0.39868691601173045,0.7527735224903229,0.5606238857700767,37.84749102169408
P0191,0.3044577370953211,0.2452696189982122,0.377286081369289,0.4675306157565289,0.7450786258538376,24.54060399967031
P0192,0.629204763656785,0.5733705515340708,0.5902437643238099,0.7753741370060162,0.51935846867231,32.44118953103752
P0193,0.4516043762846248,0.5870283605599393,0.5384774435830779,0.711213826181878,0.2719227043843859,15.034368552839576
P0194,0.8551286672879794,0.9907739159716463,0.6522020003464902,0.8863255201374877,0.3608145940394829,30.6609454771552
P0195,0.4400947826650806,0.5253688509032921,0.09806087360125793,0.4005439583782696,0.37794632830709296,14.144108516760106
P0196,0.4027668506278341,0.5536891392062903,0.10803662159421634,0.4523875154237468,0.7568296368339908,28.896064295259507
P0197,0.18038797392169026,0.49389776196716406,9.333442330117236e-08,0.15197930068883903,0.7896972368141575,17.77471382339114
P0198,0.5077881773850588,0.5151897550892848,0.42208898749152535,0.599372559968556,0.3565050238330298,17.908014211202836
P0199,0.7481269903763019,0.5727358680624148,0.8591824746962619,1.0,0.33852216024947546,25.763380535268
